,Avg_FT_DPRRA,Avg_FT_RRA,,,l2Norm_DPRRA,l2Norm_RRA,,,Avg_CS_DPRRA,Avg_CS_RRA,,,Avg_TP_DPRRA,Avg_TP_RRA,,,Avg_TQ_DPRRA,Avg_TQ_RRA
10405,55.3899,8.8296,,10405,6140.34,1011.19,,10405,1.61,1.49986,,10405,0.0180538,0.113255,,10405,3255.03,1059
10430,57.423,8.89041,,10430,6260.56,1029.71,,10430,1.6255,1.49933,,10430,0.0174146,0.112481,,10430,3348.39,1065
10455,50.1839,8.3319,,10455,5548.38,962.764,,10455,1.58317,1.50646,,10455,0.0199267,0.120021,,10455,3122.86,1039
10480,38.025,8.35305,,10480,4453.8,958.182,,10480,1.50592,1.49981,,10480,0.0262985,0.119717,,10480,2862.98,1061
10505,54.8684,8.97734,,10505,6663.35,1042.65,,10505,1.60866,1.49976,,10505,0.0182254,0.111392,,10505,3256.97,1054
10530,38.1768,8.49202,,10530,4157.9,988.711,,10530,1.50446,1.49991,,10530,0.0261939,0.117758,,10530,2871.79,1053
10555,42.1988,8.79176,,10555,6080.77,1034.18,,10555,1.51871,1.49967,,10555,0.0236974,0.113743,,10555,2966.61,1061
10580,58.8251,8.46739,,10580,6794.93,976.586,,10580,1.6258,1.51153,,10580,0.0169995,0.1181,,10580,3338.88,1043
10605,62.931,8.50099,,10605,8317.94,1008.96,,10605,1.63998,1.49976,,10605,0.0158904,0.117633,,10605,3447.32,1061
10630,55.0071,8.31204,,10630,6361.75,968.131,,10630,1.60357,1.50405,,10630,0.0181795,0.120307,,10630,3270.75,1058
10655,55.8221,7.99634,,10655,6407.46,927.335,,10655,1.61624,1.49967,,10655,0.017914,0.125057,,10655,3315.58,1069
10680,58.4259,8.48399,,10680,6577.71,1005.14,,10680,1.63165,1.49991,,10680,0.0171157,0.117869,,10680,3416.73,1075
10705,57.5947,7.97581,,10705,6368.63,930.107,,10705,1.63382,1.52032,,10705,0.0173627,0.125379,,10705,3335.81,1050
10730,58.7822,9.83383,,10730,6583.12,1193.75,,10730,1.63551,1.50708,,10730,0.017012,0.10169,,10730,3415.75,1065
10755,59.5991,8.26732,,10755,6720.27,973.385,,10755,1.64361,1.50005,,10755,0.0167788,0.120958,,10755,3386.83,1076
10780,57.4439,9.42978,,10780,6520.63,1126.09,,10780,1.62718,1.50278,,10780,0.0174083,0.106047,,10780,3399.56,1074
10805,58.5286,8.85414,,10805,6683.96,1063.02,,10805,1.63174,1.5006,,10805,0.0170857,0.112941,,10805,3418.85,1079
10830,55.2794,9.05476,,10830,6282.96,1092.67,,10830,1.60351,1.50646,,10830,0.0180899,0.110439,,10830,3303.95,1073
10855,41.5501,8.43491,,10855,5177.71,992.442,,10855,1.51967,1.49977,,10855,0.0240673,0.118555,,10855,3092.44,1092
10880,55.1487,8.90643,,10880,6166.36,1058.25,,10880,1.62665,1.49991,,10880,0.0181328,0.112278,,10880,3403.65,1097
10905,58.718,8.61962,,10905,7441.04,1021.53,,10905,1.62962,1.50069,,10905,0.0170305,0.116014,,10905,3422.14,1089
10930,58.7081,8.32653,,10930,6663.96,1028.73,,10930,1.62617,1.50357,,10930,0.0170334,0.120098,,10930,3492.87,1089
10955,59.2353,8.74696,,10955,6673.67,1040.38,,10955,1.63259,1.49986,,10955,0.0168818,0.114325,,10955,3507.51,1096
10980,52.1401,8.27341,,10980,5849.53,976.552,,10980,1.60337,1.49954,,10980,0.0191791,0.120869,,10980,3350.22,1106
11005,53.9695,10.4124,,11005,6183.01,1268.02,,11005,1.60291,1.49932,,11005,0.018529,0.0960389,,11005,3398.52,1101
11030,39.9547,9.22149,,11030,4661.56,1123.36,,11030,1.50961,1.49955,,11030,0.0250284,0.108442,,11030,3059.01,1114
11055,3705.59,10.3074,,11055,1916660,1401.38,,11055,1.65952,1.49995,,11055,0.000269863,0.0970179,,11055,9283.93,1108
11080,55.9832,9.32807,,11080,6778.04,1108.3,,11080,1.61561,1.51227,,11080,0.0178625,0.107203,,11080,3418.19,1093
11105,56.8689,9.76533,,11105,10972,1219.27,,11105,1.581,1.49977,,11105,0.0175843,0.102403,,11105,3362.69,1115
11130,48.2653,9.39443,,11130,5561.38,1151.42,,11130,1.58724,1.50054,,11130,0.0207188,0.106446,,11130,3306.46,1111
11155,54.8198,10.5291,,11155,6311.01,1302.51,,11155,1.61076,1.51851,,11155,0.0182416,0.094975,,11155,3440.97,1095
11180,60.4629,9.78837,,11180,7579.4,1213.7,,11180,1.63542,1.49964,,11180,0.0165391,0.102162,,11180,3585.36,1137
11205,64.455,9.27274,,11205,11591.1,1106.47,,11205,1.63775,1.50219,,11205,0.0155147,0.107843,,11205,3617.11,1116
11230,57.0081,8.89359,,11230,6640.47,1062.71,,11230,1.60962,1.5,,11230,0.0175414,0.112441,,11230,3519.37,1137
11255,53.838,9.02577,,11255,6192.46,1168.39,,11255,1.60373,1.50138,,11255,0.0185742,0.110794,,11255,3469.7,1123
11280,58.6735,9.22287,,11280,6673.79,1104.61,,11280,1.63298,1.49982,,11280,0.0170435,0.108426,,11280,3595.77,1129
11305,53.0416,9.48828,,11305,6202.53,1145.28,,11305,1.59416,1.49916,,11305,0.0188531,0.105393,,11305,3488.62,1153
11330,58.2762,9.28914,,11330,6715.69,1176.93,,11330,1.63124,1.51086,,11330,0.0171597,0.107653,,11330,3549.64,1120
11355,56.5266,9.02783,,11355,6503.47,1078.17,,11355,1.62959,1.50365,,11355,0.0176908,0.110769,,11355,3505.96,1132
11380,52.574,8.6188,,11380,6295.66,1037.91,,11380,1.58392,1.50272,,11380,0.0190208,0.116025,,11380,3386.28,1134
11405,55.3668,9.07006,,11405,6901.52,1111.41,,11405,1.62552,1.49978,,11405,0.0180614,0.110253,,11405,3665.46,1167
11430,53.339,9.08443,,11430,6123.25,1109.93,,11430,1.62397,1.49991,,11430,0.018748,0.110078,,11430,3547.36,1148
11455,52.0355,9.60306,,11455,6091.3,1177.97,,11455,1.59424,1.5285,,11455,0.0192176,0.104134,,11455,3398.48,1112
11480,52.5883,9.03406,,11480,6283.36,1094.06,,11480,1.57927,1.5027,,11480,0.0190156,0.110692,,11480,3465.48,1144
11505,58.4894,10.9305,,11505,6755.14,1380.05,,11505,1.63329,1.51082,,11505,0.0170971,0.0914874,,11505,3636.61,1139
11530,59.5019,9.36366,,11530,7112.61,1135.56,,11530,1.63894,1.50043,,11530,0.0168062,0.106796,,11530,3617.51,1151
11555,55.8355,9.47572,,11555,7016.94,1236.32,,11555,1.61757,1.49944,,11555,0.0179098,0.105533,,11555,3570.97,1160
11580,57.4675,9.80639,,11580,6582.02,1223.05,,11580,1.63523,1.5,,11580,0.0174011,0.101974,,11580,3647.24,1169
11605,58.4169,9.65386,,11605,6710.26,1187.9,,11605,1.63809,1.4997,,11605,0.0171183,0.103586,,11605,3691.62,1165
11630,56.1531,7.80103,,11630,6546.66,962.249,,11630,1.61625,1.50653,,11630,0.0178084,0.128188,,11630,3635.6,1154
11655,59.7267,9.03535,,11655,6839.65,1098.31,,11655,1.65131,1.50442,,11655,0.0167429,0.110676,,11655,3741.29,1160
11680,61.5283,8.84238,,11680,12774.9,1078.63,,11680,1.61695,1.49966,,11680,0.0162527,0.113092,,11680,3661.41,1168
11705,39.315,9.35703,,11705,4553.2,1148.64,,11705,1.52072,1.50474,,11705,0.0254356,0.106872,,11705,3206.47,1163
11730,55.4399,9.1717,,11730,6502.48,1119.15,,11730,1.61185,1.5,,11730,0.0180376,0.109031,,11730,3665.39,1197
11755,61.8029,9.27622,,11755,7179.49,1138.37,,11755,1.65036,1.49996,,11755,0.0161805,0.107802,,11755,3819.57,1176
11780,58.0739,9.73862,,11780,6756.93,1220.65,,11780,1.63107,1.5,,11780,0.0172194,0.102684,,11780,3772.67,1181
11805,58.0043,9.24286,,11805,6713.67,1166.61,,11805,1.64557,1.50809,,11805,0.0172401,0.108192,,11805,3686.11,1169
11830,60.0298,9.18698,,11830,7384.56,1134.81,,11830,1.63694,1.49958,,11830,0.0166584,0.10885,,11830,3808.88,1185
11855,48.9943,9.2717,,11855,5973.29,1135.42,,11855,1.57107,1.51092,,11855,0.0204106,0.107855,,11855,3489.8,1172
11880,59.0883,8.9303,,11880,6851.15,1095.65,,11880,1.63552,1.50522,,11880,0.0169238,0.111978,,11880,3801.51,1180
11905,61.1857,8.83108,,11905,7092.48,1084.97,,11905,1.65292,1.49987,,11905,0.0163437,0.113236,,11905,3872.53,1197
11930,59.5325,9.03982,,11930,6929.55,1115.17,,11930,1.63965,1.49992,,11930,0.0167975,0.110622,,11930,3879.46,1206
11955,61.3557,8.9729,,11955,11613.2,1113.45,,11955,1.6404,1.49987,,11955,0.0162984,0.111447,,11955,3786.76,1200
11980,57.2055,8.86294,,11980,6711.46,1093.37,,11980,1.63214,1.50726,,11980,0.0174808,0.112829,,11980,3744.29,1188
12005,59.758,11.8751,,12005,7062.81,1518.81,,12005,1.64598,1.49996,,12005,0.0167342,0.0842096,,12005,3789.67,1209
12030,63.2643,9.75012,,12030,7733.71,1319.67,,12030,1.65004,1.5,,12030,0.0158067,0.102563,,12030,3919.48,1203
12055,66.4647,8.79635,,12055,8318.36,1117.08,,12055,1.65964,1.50668,,12055,0.0150456,0.113684,,12055,3967.14,1197
12080,61.163,8.95753,,12080,7378.61,1117.43,,12080,1.65513,1.49967,,12080,0.0163498,0.111638,,12080,3836.84,1210
12105,60.9573,9.15952,,12105,7761.65,1137.12,,12105,1.64626,1.49971,,12105,0.0164049,0.109176,,12105,3883.04,1218
12130,52.3139,9.07527,,12130,7325.78,1135.28,,12130,1.58607,1.50561,,12130,0.0191154,0.11019,,12130,3616.2,1205
12155,61.6677,9.39564,,12155,7252.43,1190.71,,12155,1.65553,1.51633,,12155,0.0162159,0.106432,,12155,3920.08,1196
12180,61.016,9.56478,,12180,7351.32,1212.02,,12180,1.63645,1.49984,,12180,0.0163891,0.10455,,12180,3976.7,1226
12205,59.4465,9.33748,,12205,7109.19,1177.18,,12205,1.63785,1.50389,,12205,0.0168218,0.107095,,12205,3893.16,1215
12230,60.0901,8.8677,,12230,7151.41,1158.32,,12230,1.64497,1.49967,,12230,0.0166417,0.112769,,12230,3910.55,1229
12255,62.9556,10.8647,,12255,7659.64,1415.88,,12255,1.64031,1.4998,,12255,0.0158842,0.0920411,,12255,3997.93,1225
12280,60.7484,8.32801,,12280,7196.85,1038.7,,12280,1.64837,1.51376,,12280,0.0164613,0.120077,,12280,3915.1,1209
12305,60.3549,9.07867,,12305,7182.82,1133.7,,12305,1.64348,1.5154,,12305,0.0165687,0.110148,,12305,3905.77,1211
12330,60.7441,11.6899,,12330,7327.15,1504.83,,12330,1.64655,1.49951,,12330,0.0164625,0.0855436,,12330,3988.95,1249
12355,64.5384,9.0272,,12355,8220.58,1138.93,,12355,1.64411,1.49972,,12355,0.0154946,0.110776,,12355,4047.81,1239
12380,59.2215,9.59006,,12380,6990.46,1238.45,,12380,1.64144,1.49992,,12380,0.0168858,0.104275,,12380,3934.38,1248
12405,61.801,9.01096,,12405,7665.16,1172.68,,12405,1.6557,1.50439,,12405,0.016181,0.110976,,12405,3985.41,1234
12430,61.5124,19.7508,,12430,7421.28,2606.59,,12430,1.65527,1.49968,,12430,0.0162569,0.050631,,12430,4025.93,1255
12455,61.9415,9.87836,,12455,7668.52,1277.15,,12455,1.64849,1.49988,,12455,0.0161443,0.101231,,12455,4037.12,1258
12480,54.5988,8.69127,,12480,7949.59,1092.47,,12480,1.58654,1.51627,,12480,0.0183154,0.115058,,12480,3831.37,1230
12505,56.7168,8.7876,,12505,6773.41,1105.7,,12505,1.63719,1.507,,12505,0.0176315,0.113797,,12505,3990.43,1240
12530,57.8603,8.94413,,12530,7046.93,1133.07,,12530,1.63943,1.50854,,12530,0.017283,0.111805,,12530,3895.22,1241
12555,60.0103,9.65854,,12555,7168.18,1235.74,,12555,1.64962,1.50179,,12555,0.0166638,0.103535,,12555,3967.6,1253
12580,61.8056,11.0592,,12580,8026.7,1536.44,,12580,1.64237,1.50914,,12580,0.0161798,0.0904223,,12580,4020.42,1246
12605,62.6094,11.4322,,12605,7916.69,1687.5,,12605,1.65426,1.50512,,12605,0.0159721,0.0874722,,12605,4064.44,1254
12630,61.3489,11.604,,12630,7367.15,1645.45,,12630,1.65305,1.4996,,12630,0.0163002,0.0861775,,12630,4136.28,1283
12655,59.5428,8.38759,,12655,7388.64,1063.8,,12655,1.64923,1.50691,,12655,0.0167946,0.119224,,12655,4001.95,1254
12680,61.4791,8.85079,,12680,7371.09,1124.6,,12680,1.65465,1.51065,,12680,0.0162657,0.112984,,12680,4018.75,1254
12705,60.1159,8.42393,,12705,7207.04,1067.35,,12705,1.64675,1.49996,,12705,0.0166345,0.118709,,12705,4050.87,1273
12730,62.75,9.02812,,12730,8682.89,1168.06,,12730,1.64328,1.5,,12730,0.0159363,0.110765,,12730,4186.88,1287
12755,58.8303,8.71415,,12755,7168.66,1135.65,,12755,1.64845,1.49965,,12755,0.016998,0.114756,,12755,4052.37,1275
12780,60.3326,9.20047,,12780,7354.95,1190.31,,12780,1.64883,1.5,,12780,0.0165748,0.10869,,12780,4135.23,1297
12805,56.1495,9.16376,,12805,6725.33,1190.78,,12805,1.63834,1.4998,,12805,0.0178096,0.109125,,12805,4132.58,1285
12830,55.5668,19.4875,,12830,6727.14,2638.29,,12830,1.63453,1.5,,12830,0.0179964,0.0513151,,12830,4091.1,1287
12855,62.2426,8.81182,,12855,7918.63,1145.32,,12855,1.65842,1.50004,,12855,0.0160662,0.113484,,12855,4155.83,1294
12880,58.3457,8.62073,,12880,7187.36,1100.7,,12880,1.63944,1.49961,,12880,0.0171392,0.115999,,12880,4235.99,1315
12905,59.7797,8.14057,,12905,7311.73,1061.08,,12905,1.64401,1.49981,,12905,0.0167281,0.122842,,12905,4180.78,1305
12930,60.864,10.4309,,12930,8266.68,1444.71,,12930,1.63975,1.5,,12930,0.0164301,0.0958687,,12930,4197.69,1295
12955,61.3305,10.341,,12955,7411.25,1458.36,,12955,1.66137,1.49981,,12955,0.0163051,0.0967022,,12955,4172.57,1305
12980,61.6103,8.3594,,12980,8650.66,1067.85,,12980,1.6319,1.50015,,12980,0.016231,0.119626,,12980,4137.52,1297
13005,59.4984,8.71942,,13005,7195.26,1119.47,,13005,1.64821,1.5055,,13005,0.0168072,0.114687,,13005,4111.91,1292
13030,59.0204,8.47506,,13030,7768.94,1081.44,,13030,1.63054,1.50192,,13030,0.0169433,0.117993,,13030,4112.36,1300
13055,50.7259,9.39196,,13055,6610.24,1286.07,,13055,1.56155,1.5044,,13055,0.0197138,0.106474,,13055,3848.09,1298
13080,65.5764,11.6525,,13080,9453.76,1570.97,,13080,1.66651,1.50765,,13080,0.0152494,0.0858183,,13080,4235.15,1299
13105,63.6983,8.30027,,13105,8460.53,1067.28,,13105,1.66074,1.49989,,13105,0.015699,0.120478,,13105,4264.9,1319
13130,60.2316,8.62292,,13130,7327.38,1121.11,,13130,1.64318,1.49962,,13130,0.0166026,0.11597,,13130,4250.5,1317
13155,61.3008,11.3268,,13155,7452.39,1634.76,,13155,1.65025,1.50544,,13155,0.016313,0.0882862,,13155,4260.41,1308
13180,62.6183,20.6647,,13180,7796.64,2820.87,,13180,1.64932,1.51039,,13180,0.0159698,0.0483917,,13180,4281.53,1304
13205,67.3368,8.79659,,13205,9153.55,1144.91,,13205,1.64824,1.49989,,13205,0.0148507,0.11368,,13205,4456.05,1340
13230,61.1772,9.1647,,13230,8552.64,1211.48,,13230,1.65163,1.50378,,13230,0.0163459,0.109114,,13230,4210.99,1317
13255,60.2942,9.03214,,13255,8242.67,1191.59,,13255,1.64647,1.50185,,13255,0.0165854,0.110716,,13255,4218.66,1322
13280,59.8316,8.87139,,13280,7512.24,1152.39,,13280,1.63916,1.50497,,13280,0.0167136,0.112722,,13280,4246.7,1320
13305,61.1275,9.51327,,13305,7483.4,1268.03,,13305,1.65216,1.50124,,13305,0.0163593,0.105116,,13305,4281.48,1328
13330,57.9353,9.47082,,13330,7099.4,1257.1,,13330,1.63338,1.49955,,13330,0.0172606,0.105588,,13330,4259.7,1351
13355,58.9136,9.16428,,13355,7245.94,1200.48,,13355,1.65421,1.49981,,13355,0.016974,0.109119,,13355,4223.77,1340
13380,59.5916,19.2365,,13380,7346.38,2645.18,,13380,1.64193,1.50157,,13380,0.0167809,0.0519844,,13380,4262.96,1335
13405,65.0307,8.59814,,13405,8748,1119.75,,13405,1.66311,1.50339,,13405,0.0153773,0.116304,,13405,4367.48,1335
13430,58.7057,8.92226,,13430,7286.55,1209.06,,13430,1.6411,1.5,,13430,0.0170341,0.112079,,13430,4243.97,1345
13455,59.6682,10.5256,,13455,7345.54,1502.91,,13455,1.64266,1.49996,,13455,0.0167593,0.0950064,,13455,4348.02,1369
13480,60.0739,8.99236,,13480,7420.8,1205.63,,13480,1.64859,1.5,,13480,0.0166462,0.111206,,13480,4313.94,1351
13505,57.7297,10.2387,,13505,7252.34,1453.37,,13505,1.62147,1.50367,,13505,0.0173221,0.0976691,,13505,4220.96,1344
13530,57.2756,9.78448,,13530,7174.28,1304.33,,13530,1.61744,1.50303,,13530,0.0174594,0.102203,,13530,4274.7,1348
13555,59.4519,9.20096,,13555,7335.74,1228.2,,13555,1.64707,1.50918,,13555,0.0168203,0.108684,,13555,4319.01,1343
13580,58.2206,9.69794,,13580,7306.79,1313.5,,13580,1.64536,1.50758,,13580,0.017176,0.103115,,13580,4211.95,1347
13605,60.4301,8.72878,,13605,7460.24,1158.92,,13605,1.64675,1.51268,,13605,0.0165481,0.114564,,13605,4381.94,1344
13630,59.9405,8.4752,,13630,7509.65,1116.39,,13630,1.63962,1.49963,,13630,0.0166832,0.117991,,13630,4451.82,1384
13655,57.3979,10.4917,,13655,7198.36,1464.96,,13655,1.62446,1.50004,,13655,0.0174222,0.0953135,,13655,4391.95,1388
13680,60.0035,8.92471,,13680,7493.16,1188.92,,13680,1.64737,1.50439,,13680,0.0166657,0.112048,,13680,4351.14,1361
13705,59.9804,8.67391,,13705,8078.35,1157.17,,13705,1.63451,1.52762,,13705,0.0166721,0.115288,,13705,4308.9,1331
13730,62.3205,11.5429,,13730,8299.5,1723.02,,13730,1.65856,1.49993,,13730,0.0160461,0.0866334,,13730,4488.98,1395
13755,57.2952,11.0508,,13755,7203.23,1687.75,,13755,1.63533,1.49989,,13755,0.0174535,0.090491,,13755,4339.8,1389
13780,57.9206,9.35283,,13780,7277.1,1361.13,,13780,1.63164,1.49978,,13780,0.017265,0.10692,,13780,4393.8,1406
13805,59.484,10.798,,13805,7469.61,1566.83,,13805,1.64679,1.50576,,13805,0.0168113,0.09261,,13805,4374.14,1372
13830,60.3336,8.43695,,13830,7512.31,1117.78,,13830,1.65105,1.49993,,13830,0.0165745,0.118526,,13830,4469.28,1387
13855,59.9902,8.6825,,13855,7649.11,1153.76,,13855,1.64857,1.50004,,13855,0.0166694,0.115174,,13855,4450.79,1390
13880,59.8028,9.04517,,13880,7501.97,1215.91,,13880,1.6379,1.50324,,13880,0.0167216,0.110556,,13880,4464.65,1382
13905,59.4057,8.27149,,13905,7511.13,1095.03,,13905,1.64164,1.49982,,13905,0.0168334,0.120897,,13905,4464.27,1400
13930,62.5053,8.78973,,13930,8907.48,1171.38,,13930,1.64386,1.50337,,13930,0.0159986,0.113769,,13930,4488.48,1388
13955,61.7023,8.22988,,13955,8138.17,1108.78,,13955,1.65955,1.50978,,13955,0.0162069,0.121508,,13955,4558.82,1382
13980,52.6668,18.5346,,13980,6730.49,2618.95,,13980,1.60329,1.49993,,13980,0.0189873,0.0539531,,13980,4330.94,1419
14005,60.1267,20.1749,,14005,7608.92,2866.18,,14005,1.64905,1.50211,,14005,0.0166316,0.0495664,,14005,4455.07,1397
14030,62.983,8.86907,,14030,8191.79,1186.48,,14030,1.65624,1.49993,,14030,0.0158773,0.112751,,14030,4532.92,1404
14055,59.0638,9.32821,,14055,7489.29,1260.62,,14055,1.63714,1.49989,,14055,0.0169308,0.107202,,14055,4519.42,1419
14080,59.8534,9.19247,,14080,7549.99,1235.05,,14080,1.65504,1.50369,,14080,0.0167075,0.108785,,14080,4403.61,1402
14105,63.1991,10.1984,,14105,8412.33,1522.01,,14105,1.65381,1.49996,,14105,0.015823,0.0980542,,14105,4571.72,1414
14130,59.306,31.9353,,14130,7517.51,4943.43,,14130,1.64013,1.50856,,14130,0.0168617,0.0313133,,14130,4457.3,1398
14155,63.019,7.45609,,14155,8654.61,1074.67,,14155,1.64564,1.49961,,14155,0.0158682,0.134118,,14155,4616.23,1422
14180,60.1936,19.8422,,14180,7600.66,2791.22,,14180,1.65564,1.50832,,14180,0.0166131,0.0503977,,14180,4552.26,1406
14205,65.6805,8.66033,,14205,9242.24,1167.2,,14205,1.65315,1.49975,,14205,0.0152252,0.115469,,14205,4661.46,1423
14230,60.9136,18.7618,,14230,7787.39,2626.08,,14230,1.66353,1.49972,,14230,0.0164167,0.0532999,,14230,4563.08,1427
14255,62.2582,10.8744,,14255,8416.96,1642.73,,14255,1.64974,1.49996,,14255,0.0160622,0.0919594,,14255,4579.46,1425
14280,58.748,20.2236,,14280,7500.92,2876.41,,14280,1.64412,1.50707,,14280,0.0170218,0.0494472,,14280,4497.99,1417
14305,66.9297,20.1272,,14305,10140.3,2938.73,,14305,1.6625,1.4999,,14305,0.0149411,0.0496841,,14305,4704.12,1434
14330,63.164,8.60614,,14330,8761.31,1161.53,,14330,1.6529,1.49958,,14330,0.0158318,0.116196,,14330,4691.84,1461
14355,62.1493,10.8775,,14355,8265.44,1607.09,,14355,1.648,1.4999,,14355,0.0160903,0.0919332,,14355,4641.25,1435
14380,62.3381,8.68331,,14380,8654.71,1187.1,,14380,1.65362,1.50939,,14380,0.0160416,0.115163,,14380,4625.28,1424
14405,59.3909,19.0162,,14405,7553.91,2760.59,,14405,1.64235,1.51198,,14405,0.0168376,0.0525866,,14405,4571.36,1425
14430,59.2863,8.80042,,14430,7978.29,1200.32,,14430,1.62585,1.50977,,14430,0.0168673,0.113631,,14430,4505.66,1427
14455,62.3496,7.22629,,14455,8202.71,993.303,,14455,1.65742,1.50003,,14455,0.0160386,0.138384,,14455,4687.48,1459
14480,60.3903,9.73529,,14480,7806,1363.97,,14480,1.64655,1.49986,,14480,0.0165589,0.102719,,14480,4687.99,1455
14505,61.7193,8.90224,,14505,8445.13,1203.28,,14505,1.64467,1.49976,,14505,0.0162024,0.112331,,14505,4634.63,1453
14530,62.636,10.6879,,14530,8056.48,1579.54,,14530,1.66173,1.50723,,14530,0.0159653,0.0935639,,14530,4685.94,1442
14555,63.4631,8.90979,,14555,8946.84,1224.93,,14555,1.6505,1.50003,,14555,0.0157572,0.112236,,14555,4760.96,1464
14580,57.0667,17.885,,14580,7694.23,2528.27,,14580,1.62071,1.50007,,14580,0.0175233,0.0559126,,14580,4541.64,1457
14605,58.1976,8.13536,,14605,9177.94,1100.38,,14605,1.60315,1.49997,,14605,0.0171828,0.12292,,14605,4602.99,1472
14630,61.3374,11.0783,,14630,7928.7,1607.99,,14630,1.65044,1.49979,,14630,0.0163033,0.0902669,,14630,4726.81,1465
14655,56.9643,11.064,,14655,7381.46,1645.6,,14655,1.62682,1.50174,,14655,0.0175549,0.0903832,,14655,4620.34,1462
14680,59.5605,9.01914,,14680,7705.16,1232.74,,14680,1.64278,1.49986,,14680,0.0167897,0.110875,,14680,4720.23,1472
14705,59.0368,11.7261,,14705,7597.64,1827.26,,14705,1.644,1.49949,,14705,0.0169386,0.0852795,,14705,4726.98,1486
14730,61.4556,9.24134,,14730,8022.04,1280.53,,14730,1.65139,1.5,,14730,0.0162719,0.108209,,14730,4732.21,1474
14755,61.1113,8.69543,,14755,8237.97,1188.1,,14755,1.64487,1.49997,,14755,0.0163636,0.115003,,14755,4731.42,1476
14780,62.9813,8.91346,,14780,8524.68,1218.37,,14780,1.65737,1.4998,,14780,0.0158777,0.11219,,14780,4822.68,1488
14805,60.157,19.8139,,14805,8350.82,2825.65,,14805,1.64289,1.49997,,14805,0.0166232,0.0504696,,14805,4765.74,1488
14830,76.9911,8.72508,,14830,28296,1196.75,,14830,1.67175,1.50202,,14830,0.0129885,0.114612,,14830,4893.65,1479
14855,60.9662,10.522,,14855,8820.57,1623.27,,14855,1.64403,1.4999,,14855,0.0164025,0.0950385,,14855,4800.43,1506
14880,61.5567,8.75827,,14880,8371.57,1203.77,,14880,1.65941,1.50739,,14880,0.0162452,0.114178,,14880,4731.2,1475
14905,61.226,18.9387,,14905,8546.43,2719.77,,14905,1.64488,1.49997,,14905,0.0163329,0.052802,,14905,4782.39,1490
14930,58.8246,8.72773,,14930,8518.74,1196.69,,14930,1.62237,1.49987,,14930,0.0169997,0.114577,,14930,4733.64,1504
14955,61.7054,19.1957,,14955,8560.96,2813.56,,14955,1.6545,1.50886,,14955,0.016206,0.0520951,,14955,4784.35,1481
14980,62.7535,9.45641,,14980,8746.28,1414.23,,14980,1.6508,1.5,,14980,0.0159354,0.105748,,14980,4871.95,1510
15005,60.2445,8.97121,,15005,7848.63,1236.85,,15005,1.64885,1.5023,,15005,0.016599,0.111468,,15005,4859.74,1496
15030,59.9079,9.39714,,15030,8384.12,1305.91,,15030,1.63719,1.49973,,15030,0.0166923,0.106415,,15030,4838.8,1529
15055,64.4699,8.97855,,15055,8797.11,1246.3,,15055,1.65938,1.4999,,15055,0.0155111,0.111377,,15055,4921.76,1506
15080,60.5052,8.89914,,15080,8053.84,1234.78,,15080,1.64105,1.5,,15080,0.0165275,0.11237,,15080,4841.31,1519
15105,57.6701,8.56418,,15105,7540.21,1194.44,,15105,1.63323,1.4999,,15105,0.01734,0.116765,,15105,4768.66,1511
15130,59.5753,31.3681,,15130,7875.62,5113.94,,15130,1.64336,1.49987,,15130,0.0167855,0.0318795,,15130,4888.17,1527
15155,63.3193,8.7354,,15155,8916.97,1214.77,,15155,1.65035,1.50789,,15155,0.015793,0.114477,,15155,4853.91,1501
15180,61.648,7.79071,,15180,8390.01,1265.38,,15180,1.6498,1.50725,,15180,0.0162211,0.128358,,15180,4831.93,1505
15205,64.3011,8.82447,,15205,8704.36,1226.41,,15205,1.66399,1.50299,,15205,0.0155518,0.113321,,15205,4993.62,1515
15230,57.1148,20.1378,,15230,7927.56,3049.54,,15230,1.61602,1.49993,,15230,0.0175086,0.049658,,15230,4758.84,1533
15255,66.1137,11.5613,,15255,9533.89,1925.38,,15255,1.66418,1.50318,,15255,0.0151255,0.0864953,,15255,4990.51,1520
15280,52.0531,8.9911,,15280,7423.05,1304.72,,15280,1.57598,1.49974,,15280,0.0192112,0.111221,,15280,4576.85,1531
15305,58.8399,10.2938,,15305,7936.3,1546.14,,15305,1.62764,1.49977,,15305,0.0169953,0.0971462,,15305,4948.4,1544
15330,61.4698,8.87443,,15330,8353.15,1237.76,,15330,1.6484,1.5077,,15330,0.0162682,0.112683,,15330,4892.7,1520
15355,58.8268,19.9381,,15355,7996.75,2891.96,,15355,1.62826,1.5111,,15355,0.0169991,0.0501552,,15355,4841.61,1517
15380,63.0706,8.83036,,15380,9243.11,1244.98,,15380,1.65644,1.50286,,15380,0.0158552,0.113246,,15380,4972.75,1533
15405,60.3307,8.73664,,15405,8248.98,1222.65,,15405,1.65063,1.51152,,15405,0.0165753,0.11446,,15405,4870.8,1522
15430,58.6772,10.4712,,15430,8273.28,1552.5,,15430,1.64316,1.50006,,15430,0.0170424,0.0954998,,15430,4887.96,1542
15455,62.2221,8.41792,,15455,9943.61,1176.36,,15455,1.64426,1.50469,,15455,0.0160715,0.118794,,15455,4938.61,1538
15480,53.4024,9.5241,,15480,7796.12,1388.59,,15480,1.57035,1.50194,,15480,0.0187258,0.104997,,15480,4664.53,1544
